id,label,url,brand,name,skin_type,price ,img,spf,concern,concern2,concern3,key_ingredient,fomula
skincare_696,mask-and-peel,https://www.myntra.com/mask-and-peel/glamveda/glamveda-pack-of-2-caviar-rejuvenating-korean-sheet-mask/14671498/buy,GLAMVEDA,Pack of 2 Caviar Rejuvenating Korean Sheet Mask,All," Rs. 1,200.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2021/6/28/d481804b-cc93-4a0e-a04b-02b8ff2f56b31624875151845-1.jpg",,Daily Use,,,,
skincare_697,mask-and-peel,https://www.myntra.com/mask-and-peel/loreal/loreal-paris-revitalift-crystal-micro-essence-sheet-mask-25g/12371132/buy,LOreal,L'Oreal Paris Revitalift Crystal Micro-Essence Sheet Mask 25g,All, Rs. 635.00 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12371132/2021/3/25/ac685c74-ade6-4f7b-bda6-b331ea0bd1201616680006835-LOreal-Women-Mask-and-Peel-7451616680006713-1.jpg",,Pigmentation,Pore Care,Dark Spots,Salicylic Acid,
skincare_698,mask-and-peel,https://www.myntra.com/mask-and-peel/casmara/casmara-unisex-luxury-algae-peel-off-mask-200-g/6942334/buy,CASMARA,Unisex Luxury Algae Peel-Off Mask 200 g,All," Rs. 6,375.00 ","https://assets.myntassets.com/h_1136,q_90,w_852/v1/assets/images/6942334/2018/7/13/967f1bf0-591a-4052-bc06-97d13402108d1531461681839-na-7961531461681813-1.jpg",,Daily Use,,,,
skincare_699,mask-and-peel,https://www.myntra.com/mask-and-peel/garnier/garnier-men-set-of-3-power-white-xl-charcoal-face-masks-/12527446/buy,Garnier,Men Set of 3 Power White XL Charcoal Face Masks,All," Rs. 1,110.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12527446/2021/9/30/918c7763-f0e4-4295-9211-f83e983fd2ae1632985421340-Garnier-Men-Mask-and-Peel-9181632985421179-1.jpg",,Dull Skin,Pore Care,Daily Use,Charcoal,
skincare_700,mask-and-peel,https://www.myntra.com/mask-and-peel/the-body-shop/the-body-shop-drops-of-light-pure-resurfacing-sustainable-liquid-peel-145-ml/1974945/buy,THE BODY SHOP,Drops Of Light Pure Resurfacing Sustainable Liquid Peel 145 ML,Oily," Rs. 9,325.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1974945/2021/8/11/bf8ae13e-fc30-4735-adea-f087f12b75ed1628671303827THEBODYSHOPDropsOfLightPureResurfacingSustainableLiquidPeel11.jpg",,Pigmentation,Pigmentation,,,
skincare_701,mask-and-peel,https://www.myntra.com/mask-and-peel/biotique/biotique-women-advanced-organics-tea-tree-skin-clearing-eye-mask-15gm/12678964/buy,Biotique,Women Advanced Organics Tea Tree Skin Clearing Eye Mask 15Gm,All, Rs. 725.00 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12678964/2020/10/9/3484e72f-fe5e-4dd3-9977-1d4871e780571602216233938-Biotique-Advanced-Organics-Tea-Tree-Skin-Clearing-Eye-Mask-1-1.jpg",,Daily Use,,,Tea Tree,
skincare_702,mask-and-peel,https://www.myntra.com/mask-and-peel/glamveda/glamveda-pack-of-2-vitamin-nourishing-korean-sheet-mask/14671476/buy,GLAMVEDA,Pack of 2 Vitamin Nourishing Korean Sheet Mask,All," Rs. 1,200.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2021/6/28/beb489f5-37ee-4c5d-8804-0a8e0d6e686f1624875953066-1.jpg",,Daily Use,,,Avocado,
skincare_703,mask-and-peel,https://www.myntra.com/mask-and-peel/bobbi-brown/bobbi-brown-radiance-boost-mask-75-ml/9590457/buy,Bobbi Brown,Radiance Boost Mask 75 ml,All," Rs. 23,000.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/9590457/2021/8/11/46f320ed-36ba-48cc-a246-290c1a3f35081628671341101BobbiBrownRadianceBoostMask75ml1.jpg",,Uneven Skin Tone,Dull Skin,Tan Removal,Vitamin C,
skincare_704,mask-and-peel,https://www.myntra.com/mask-and-peel/masking/masking-unisex-bamboo-facial-sheet-mask-of-gooseberry--avocado/15772996/buy,MasKing,Unisex Bamboo Facial Sheet Mask of Gooseberry & Avocado,All, Rs. 745.00 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15772996/2021/10/9/2b54b1ad-1bd2-4f78-b39b-7bb6fa5639d51633783683056MaskandPeel1.jpg",,Dryness,Daily Use,Anti-Pollution,Avocado,
skincare_705,mask-and-peel,https://www.myntra.com/mask-and-peel/mamaearth/mamaearth-set-of-vitamin-c-face-wash--sleeping-mask/12683582/buy,Mamaearth,Set Of Vitamin C Face Wash & Sleeping Mask,All," Rs. 3,815.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12683582/2020/10/6/b03062c8-4adb-414a-923f-8436adba9eb91601962981451-Mamaearth-Unisex-Mask-and-Peel-4371601962981103-1.jpg",,Oily Skin,,,Turmeric,
skincare_706,mask-and-peel,https://www.myntra.com/mask-and-peel/natural-vibes/natural-vibes-unisex-ayurvedic-vitamin-c-brightening-face-mask-50g/12942764/buy,natural vibes,Unisex Ayurvedic Vitamin C Brightening Face Mask 50g,All," Rs. 2,530.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2020/11/10/b98ab585-bb21-4883-a205-c9d59fed07741604955957003-1.jpg",,,,,,
skincare_707,mask-and-peel,https://www.myntra.com/mask-and-peel/biotique/biotique--unisex-sustainable-set-of-anti-acne-face-pack--cream/13538516/buy,Biotique,Unisex Sustainable Set Of Anti-Acne Face Pack & Cream,Oily," Rs. 1,290.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13538516/2021/1/29/2b0c0504-015f-470f-ada1-07235926cc551611924684774BiotiqueUnisexSustainableSetOfAgelessSerumAnti-FatigueEyeGel1.jpg",,Acne and Blemishes,Oil Control,,Sandalwood,
skincare_708,mask-and-peel,https://www.myntra.com/mask-and-peel/glamveda/glamveda-black-set-of-2-moisturizing-deep-hydration-korean-sheet-mask/14671520/buy,GLAMVEDA,Black Set of 2 Moisturizing Deep Hydration Korean Sheet Mask,All," Rs. 1,200.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2021/6/28/1367610a-b33b-41ac-a843-ffe2ebc3dbd51624875420325-1.jpg",,Daily Use,Deep Nourishment,Hydration,,
skincare_709,mask-and-peel,https://www.myntra.com/mask-and-peel/innisfree/innisfree-unisex-my-real-squeeze-tea-tree-mask-ex-20-ml/11611896/buy,Innisfree,Unisex My Real Squeeze Tea Tree Mask EX 20 ml,All, Rs. 500.00 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11611896/2020/3/19/c9069876-7446-4e9c-a847-dbbb05408db01584619839936InnisfreeBijaTroubleGelCream40ml19LipstickLOrealWomenLipstic1.jpg",,Hydration,Deep Nourishment,Daily Use,Tea Tree,
skincare_710,mask-and-peel,https://www.myntra.com/mask-and-peel/swiss-beauty/swiss-beauty-brightening-sleeping-mask---50-g/15580136/buy,SWISS BEAUTY,Brightening Sleeping Mask - 50 g,All," Rs. 1,480.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15580136/2021/10/20/a88aa8c8-76f4-468c-a2db-7659d04ce6851634723050381SWISSBEAUTYBrighteningSleepingMask-50g1.jpg",,,,,,
skincare_711,mask-and-peel,https://www.myntra.com/mask-and-peel/good-vibes/good-vibes-gold-brightening-peel-off-mask-50-gms/15210272/buy,Good Vibes,Gold Brightening Peel Off Mask (50 gms),All, Rs. 945.00 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15210272/2021/8/20/88799274-f64b-4544-b683-4b91ad46a3001629456783398GoodVibesGoldBrighteningPeelOffMask50g1.jpg",,Deep Nourishment,Blackheads and Whiteheads,Oil Control,,
skincare_712,mask-and-peel,https://www.myntra.com/mask-and-peel/kaya-skin-clinic/kaya-skin-clinic-unisex-red-grape--niacinamide-skin-radiance-night-mask-50-g/12472786/buy,Kaya Skin Clinic,Unisex Red Grape & Niacinamide Skin Radiance Night Mask 50 g,All," Rs. 1,195.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12472786/2020/11/9/cc93a8c4-3207-4e0d-94ed-19bcf2c883f51604937747671-Kaya-Skin-Clinic-Unisex-Face-Serum-and-Gel-9281604937747476-1.jpg",,Oily Skin,Uneven Skin Tone,Hydration,Niacinamide,
skincare_713,mask-and-peel,https://www.myntra.com/mask-and-peel/biotique/biotique-bio-pistachio-youthful-nourishing--revitalizing-face-pack-50-g/1661419/buy,Biotique,Bio Pistachio Youthful Nourishing & Revitalizing Face Pack 50 g,All, Rs. 575.00 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1661419/2021/4/14/61f15161-ca75-4594-8ec6-cb4810f1a4ac1618385191720-Biotique-Bio-Pistachio-Youthful-Nourishing--Revitalizing-Fac-1.jpg",,Finelines and Wrinkles,Uneven Skin Tone,Pigmentation,Vitamin E,
skincare_714,mask-and-peel,https://www.myntra.com/mask-and-peel/glamveda/glamveda-women-pack-of-2-pomegranate-brightening-sheet-mask-25g/14671510/buy,GLAMVEDA,Women Pack Of 2 Pomegranate Brightening Sheet Mask 25g,All," Rs. 1,200.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2021/6/28/f840a921-dadb-4f05-85f2-6c83f5ba33281624875555845-1.jpg",,Acne and Blemishes,,,,
skincare_715,mask-and-peel,https://www.myntra.com/mask-and-peel/the-body-shop/the-body-shop-vitamin-c-glow-revealing-liquid-peel-100-ml/11857514/buy,THE BODY SHOP,The Body Shop Vitamin C Glow Revealing Liquid Peel 100 ml,Normal," Rs. 8,475.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11857514/2021/5/12/bbee8b8a-088d-4209-b18a-30d390d635181620804064327-The-Body-Shop-Vitamin-C-Glow-Revealing-Liquid-Peel-100-ml-92-12.jpg",,Dull Skin,Hydration,,Vitamin C,
skincare_716,mask-and-peel,https://www.myntra.com/mask-and-peel/ponds/ponds-gold-beauty-peel-off-mask-80-g/15157554/buy,Ponds,Gold Beauty Peel Off Mask 80 g,All," Rs. 1,345.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15157554/2021/9/7/cc3f4a85-823d-4d78-b7dd-038d8bee27481631002027659-Ponds-Women-Mask-and-Peel-2801631002027553-1.jpg",,Dull Skin,,,,
skincare_717,mask-and-peel,https://www.myntra.com/mask-and-peel/innisfree/innisfree-jeju-lava-seawater-frozen-cream-mask---60-ml/14768806/buy,Innisfree,Jeju Lava Seawater Frozen Cream Mask - 60 ml,All," Rs. 7,650.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14768806/2021/8/27/534404d1-9201-4701-b34a-df516cce12da1630075268911-Innisfree-Unisex-Mask-and-Peel-8221630075268839-1.jpg",,Hydration,,,,
skincare_718,mask-and-peel,https://www.myntra.com/mask-and-peel/the-face-shop/the-face-shop-smile-foot-peeling-mask/7249637/buy,The Face Shop,Smile Foot Peeling Mask,All," Rs. 2,760.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7249637/2019/9/5/bd4ce153-2449-4ee7-9d35-a45f58bff0651567687187335-The-Face-Shop-Smile-Foot-Peeling-Mask-4851567687186017-1.jpg",,Softening and Smoothening,Daily Use,,AHA,
skincare_719,mask-and-peel,https://www.myntra.com/mask-and-peel/plum/plum-unisex-pack-of-2-face-scrub--face-mask/2484786/buy,Plum,Unisex Pack of 2 Face Scrub & Face Mask,Normal," Rs. 3,400.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2484786/2018/3/13/11520924928134-Plum-Unisex-Mask-and-Peel-5011520924928096-1.jpg",,Dryness,,,Glycolic Acid,
skincare_720,mask-and-peel,https://www.myntra.com/mask-and-peel/glamveda/glamveda-set-of-2-pearl-whitening-korean-sheet-mask/14671488/buy,GLAMVEDA,Set of 2 Pearl Whitening Korean Sheet Mask,All," Rs. 1,200.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2021/6/28/3e654b71-6688-48ae-a13b-1d60723b9f511624875331454-1.jpg",,Dull Skin,,,,
skincare_721,mask-and-peel,https://www.myntra.com/mask-and-peel/just-herbs/just-herbs-instaglow-almond-complexion-pack-150-g/11451128/buy,Just Herbs,Instaglow Almond Complexion Pack (150 g),All," Rs. 2,655.00 ","https://assets.myntassets.com/h_1136,q_90,w_852/v1/assets/images/productimage/2020/2/4/40621165-d4f2-485f-b919-543553132e321580766493953-1.jpg",,Dull Skin,Softening and Smoothening,Pore Care,Almond Oil,
skincare_722,mask-and-peel,https://www.myntra.com/mask-and-peel/innisfree/innisfree-green-tea-sleeping-mask-80-ml/9965157/buy,Innisfree,Green Tea Sleeping Mask 80 ml,All," Rs. 4,600.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/9965157/2019/9/4/2d27734b-3764-4f54-b0cf-1a3c5a2e524b1567601679685-Innisfree-Green-Tea-Sleeping-Mask-80-ml-3961567601678673-1.jpg",,Hydration,Dull Skin,Deep Nourishment,Green Tea,
skincare_723,mask-and-peel,https://www.myntra.com/mask-and-peel/the-face-shop/the-face-shop-solution-tannins-pore-care-face-mask-20-g/2484885/buy,The Face Shop,Solution Tannins Pore Care Face Mask 20 g,All, Rs. 750.00 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2484885/2019/9/5/a4c4204e-e9b1-451c-8b18-76e7aeb4370c1567687595789-The-Face-Shop-The-Solution-Tannins-Pore-Care-Face-Mask-20-g--1.jpg",,Pore Care,Dryness,Daily Use,Ceramides,
skincare_724,mask-and-peel,https://www.myntra.com/mask-and-peel/bioayurveda/bioayurveda-magical-mud-firming-face-pack-cream-for-skin-radiance--tightening-120-gm/15645488/buy,BIOAYURVEDA,Magical Mud Firming Face Pack Cream For Skin Radiance & Tightening 120 gm,All, Rs. 500.00 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15645488/2021/9/27/fc22a327-3309-4f47-80be-eedb826b436d1632760283793MaskandPeel1.jpg",,Acne and Blemishes,Dull Skin,Pore Care,Turmeric,
skincare_725,mask-and-peel,https://www.myntra.com/mask-and-peel/garnier/garnier-skin-naturals-set-of-2-black-rice-pure-charcoal--1-sakura-white-serum-sheet-mask/14172260/buy,Garnier,Skin Naturals Set of 2 Black Rice Pure Charcoal & 1 Sakura White Serum Sheet Mask,All," Rs. 1,460.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14172260/2021/6/30/850d98c9-4149-42d8-bf44-e32e25c8926a1625049844830-Garnier-Women-Beauty-Gift-Set-5411625049844278-1.jpg",,Hydration,Dull Skin,,Hyaluronic Acid,
skincare_726,mask-and-peel,https://www.myntra.com/mask-and-peel/glamveda/glamveda-set-of-2-hongcho-anti-acne-korean-sheet-mask/14671526/buy,GLAMVEDA,Set of 2 Hongcho Anti Acne Korean Sheet Mask,All," Rs. 1,200.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2021/6/28/6a489013-2fb6-4250-a74e-80ada131dab61624875565945-1.jpg",,Acne and Blemishes,,,,
skincare_727,mask-and-peel,https://www.myntra.com/mask-and-peel/good-vibes/good-vibes-papaya-glow-face-mask-100-g/14314910/buy,Good Vibes,Papaya Glow Face Mask 100 g,All," Rs. 1,255.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2021/5/13/82c67ef1-9718-48ae-98ec-aa715f69b5f41620911367734-1.jpg",,Dull Skin,Tan Removal,Acne and Blemishes,Papaya,
skincare_728,mask-and-peel,https://www.myntra.com/mask-and-peel/innisfree/innisfree-jeju-root-energy-sheet-mask---yam-25-ml/12114510/buy,Innisfree,Jeju Root Energy Sheet Mask - Yam 25 ml,All, Rs. 600.00 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12114510/2020/12/7/84078def-4cbd-4898-afc4-7d9ed6cdfa791607340997882-Innisfree-Jeju-Root-Energy-Sheet-Mask---Yam-25-ml-1941607340-1.jpg",,Hydration,Deep Nourishment,Daily Use,,
skincare_729,mask-and-peel,https://www.myntra.com/mask-and-peel/khadi-natural/khadi-natural-unisex-rose-herbal-face-mask-50-g/5416472/buy,Khadi Natural,Unisex Rose Herbal Face Mask 50 g,Normal, Rs. 640.00 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/5416472/2018/5/5/11525499156013-Khadi-Natural-Unisex-Mask-and-Peel-5841525499155994-1.jpg",,Finelines and Wrinkles,,,,
skincare_730,mask-and-peel,https://www.myntra.com/mask-and-peel/plum/plum-plum-green-tea-set-of-clear-face-mask-mattifying-moisturiser--face-wash/13537966/buy,Plum,"Plum Green Tea Set of Clear Face Mask, Mattifying Moisturiser & Face Wash",Oily," Rs. 4,890.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13537966/2021/1/29/5d686be4-e87e-423f-ad40-1beb0ac2ef4c1611917801646HairCreamandMaskLOrealProfessionnelUnisexHairCreamandMaskLOr1.jpg",,Acne and Blemishes,Blackheads and Whiteheads,Pore Care,Green Tea,
skincare_731,mask-and-peel,https://www.myntra.com/mask-and-peel/innisfree/innisfree-aloevera-extract-revital-sleeping-pack-100-ml/10858838/buy,Innisfree,Aloevera Extract Revital Sleeping Pack 100 ml,All," Rs. 4,275.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/10858838/2019/11/18/4e825cfb-4622-45c2-9033-379e5741caa71574058805550-Innisfree-Aloe-Revital-Sleeping-Pack-100ML-5311574058805430-1.jpg",,Hydration,Deep Nourishment,Daily Use,Aloe Vera,
skincare_732,mask-and-peel,https://www.myntra.com/mask-and-peel/phy/phy-green-tea-acne-action--oil-control-face-mask-60-gm/15102712/buy,Phy,Green Tea Acne-Action & Oil Control Face Mask 60 gm,Oily," Rs. 2,000.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15102712/2021/9/2/0bafe89f-6257-4558-ba85-02ddfb5aed411630554958430-Phy-Green-Tea-Acne-Action--Oil-Control-Face-Mask-60-gm-48216-1.jpg",,Acne and Blemishes,Pore Care,Oil Control,Green Tea,
skincare_733,mask-and-peel,https://www.myntra.com/mask-and-peel/makeup-revolution-london/makeup-revolution-london-x-friends-monica-pore-refining-niacinamide-sheet-mask/14996872/buy,Makeup Revolution London,X Friends Monica Pore Refining Niacinamide Sheet Mask,All," Rs. 1,235.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14996872/2021/8/3/44064fe8-c2d8-4df7-a22e-6f0c70f67f511628009849678-Makeup-Revolution-London-Unisex-Mask-and-Peel-45216280098493-1.jpg",,Pore Care,,,Niacinamide,
skincare_734,mask-and-peel,https://www.myntra.com/mask-and-peel/loreal/loreal-paris-set-of-2-pure-clay-masks-/7762835/buy,LOreal,Paris Set of 2 Pure Clay Masks,All," Rs. 5,175.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7762835/2018/11/9/4b8c1e3d-269b-4b82-a8c8-92337f4baee81541765981543-LOreal-Women-Mask-and-Peel-5871541765981460-1.jpg",,Pore Care,Irregular Textures,Blackheads and Whiteheads,,
skincare_735,mask-and-peel,https://www.myntra.com/mask-and-peel/shiseido/shiseido-waso-purifying-peel-off-mask-100-ml/10030741/buy,SHISEIDO,Waso Purifying Peel Off Mask 100 ml,All," Rs. 12,000.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/10030741/2020/5/12/afffbc8e-682e-4ea7-af22-05533e5464e51589277878925SHISEIDOWasoPurifyingPeelOffMask100ml1.jpg",,Daily Use,,,,
skincare_736,mask-and-peel,https://www.myntra.com/mask-and-peel/the-face-shop/the-face-shop-smile-foot-peeling-jelly-mask-40ml/9106045/buy,The Face Shop,Smile Foot Peeling Jelly Mask 40ml,All," Rs. 2,590.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/9106045/2021/8/11/c792c708-746b-48a6-a9f2-ffa5fff1b3071628659418957TheFaceShopSmileFootPeelingJellyMask40ml1.jpg",,Softening and Smoothening,Dryness,Daily Use,,
skincare_737,mask-and-peel,https://www.myntra.com/mask-and-peel/innisfree/innisfree-unisex-super-volcanic-clay-mousse-mask-2x-100-ml/10367235/buy,Innisfree,Unisex Super Volcanic Clay Mousse Mask 2X 100 ml,All," Rs. 5,800.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/10367235/2019/10/9/58dc53fc-d674-4daf-9265-7c932e8f88501570616751065-Innisfree-Unisex-Super-Volcanic-Clay-Mousse-Mask-2X-40515706-1.jpg",,Oily Skin,,,,
skincare_738,mask-and-peel,https://www.myntra.com/mask-and-peel/arias-by-lara-dutta/arias-by-lara-dutta-activated-pumpkin-enzyme-mask-with-glycolic-acid-100-g/15239824/buy,ARIAS By LARA DUTTA,Activated Pumpkin Enzyme Mask With Glycolic Acid 100 g,All," Rs. 1,125.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15239824/2021/9/13/e6028516-0f03-4b59-a934-4e04419c98291631542966139-ARIAS-By-LARA-DUTTA-Activated-Pumpkin-Enzyme-Mask-With-Glyco-1.jpg",,Acne and Blemishes,Acne and Blemishes,Anti-Pollution,Witch Hazel,
skincare_739,mask-and-peel,https://www.myntra.com/mask-and-peel/garnier/garnier-skin-naturals-green-tea-face-serum-sheet-mask/14539874/buy,Garnier,Skin Naturals Green Tea Face Serum Sheet Mask,All, Rs. 470.00 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14539874/2021/6/23/ecc171fc-1e34-4ab9-a001-2ff289b8bb901624431974065-Garnier-Women-Mask-and-Peel-321624431973959-1.jpg",,,,,Green Tea,
skincare_740,mask-and-peel,https://www.myntra.com/mask-and-peel/bewakoof-cosmos/bewakoof-cosmos-unisex-pack-of-5-silver--vitamin-k-under-eye-mask---15-gm/15532066/buy,BEWAKOOF COSMOS,Unisex Pack of 5 Silver & Vitamin-K Under Eye Mask - 15 gm,All," Rs. 1,870.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15532066/2021/10/30/2060b1c0-024c-491c-93fc-c131dd932c571635566289269-BEWAKOOF-COSMOS-Unisex-Pack-of-5-Silver--Vitamin-K-Under-Eye-1.jpg",,Daily Use,,,,
skincare_741,mask-and-peel,https://www.myntra.com/mask-and-peel/the-face-shop/the-face-shop-the-solution-madecassoside-soothing-face-mask-20-g/2484884/buy,The Face Shop,The Solution Madecassoside Soothing Face Mask 20 g,All, Rs. 750.00 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2484884/2019/9/5/989656cc-6b3f-4199-9121-04e1b2c6cec41567687603507-The-Face-Shop-The-Solution-Madecassoside-Soothing-Face-Mask--1.jpg",,Softening and Smoothening,Dryness,Daily Use,Ceramides,
skincare_742,mask-and-peel,https://www.myntra.com/mask-and-peel/organic-harvest/organic-harvest-unisex-shine--glow-sheet-mask-20gm/10075829/buy,Organic Harvest,Unisex Shine & Glow Sheet Mask 20gm,All, Rs. 470.00 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/10075829/2021/3/16/22698753-48f2-4f78-8708-a572291ec6ac1615872334916-Organic-Harvest-Unisex-Shine--Glow-Sheet-Mask-20gm-501161587-1.jpg",,Daily Use,,,,
skincare_743,mask-and-peel,https://www.myntra.com/mask-and-peel/gemblue-biocare/gemblue-biocare-de-tan-mask/13142298/buy,GEMBLUE BioCare,Gemblue Biocare De-Tan Mask,All," Rs. 1,150.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2020/12/2/d65b8e51-7463-4bf2-b393-e96952fa1b881606899305406-1.jpg",,Tan Removal,,,,
