id,label,url,brand,name,skin_type,price ,img,spf,concern,concern2,concern3,key_ingredient,fomula
skincare_211,face-moisturisers,https://www.myntra.com/face-moisturisers/seer-secrets/seer-secrets-active-face-defense-cream---50gms/15812346/buy,Seer Secrets,Active Face Defense Cream - 50gms,Normal," Rs. 2,715.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15812346/2021/10/13/a7b668aa-ea7b-4a53-a55d-f9248ffcba421634114296042FaceMoisturisers1.jpg",,,Skin Sagging,Dull Skin,,Cream
skincare_212,face-moisturisers,https://www.myntra.com/face-moisturisers/good-vibes/good-vibes-unisex-pomegranate-rejuvenating-night-cream---50-g/15283642/buy,Good Vibes,Unisex Pomegranate Rejuvenating Night Cream - 50 g,All," Rs. 1,460.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15283642/2021/8/27/8f0cffae-7662-4f2c-ba91-81799994289b1630062791410GoodVibesPomegranateRejuvenatingNightCream50g1.jpg",,Softening and Smoothening,Hydration,Deep Nourishment,,Cream
skincare_213,face-moisturisers,https://www.myntra.com/face-moisturisers/estee-lauder/estee-lauder-revitalizing-supreme-global-anti-aging-cell-power-creme-50ml/1895563/buy,Estee Lauder,Revitalizing Supreme+ Global Anti-Aging Cell Power Creme 50ml,All," Rs. 37,500.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1895563/2021/8/11/ded32572-18ff-46cf-9884-7abf6522d8cf1628671454976EsteeLauderRevitalizingSupremeGlobalAnti-AgingCellPowerCreme1.jpg",,Finelines and Wrinkles,,,,Cream
skincare_214,face-moisturisers,https://www.myntra.com/face-moisturisers/kaya-skin-clinic/kaya-skin-clinic-set-of-day--night-cream/2421532/buy,Kaya Skin Clinic,Set of Day & Night Cream,All," Rs. 7,600.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2421532/2018/2/1/11517483822516-Kaya-Skin-Clinic-Pack-of-Day--Night-Cream-1381517483822515-1.jpg",15 to 30,Pigmentation,Sun Protection,Dull Skin,Azelaic Acid,Cream
skincare_215,face-moisturisers,https://www.myntra.com/face-moisturisers/garnier/garnier-set-of-skin-naturals-wrinkle-lift-anti-ageing-cream--micellar-cleansing-water/13537302/buy,Garnier,Set of Skin Naturals Wrinkle Lift Anti-Ageing Cream & Micellar Cleansing Water,Normal," Rs. 1,650.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13537302/2021/1/28/c7b8a273-b8d4-47ec-aeed-101f4135ca0a1611809155591-Garnier-Women-Face-Moisturisers-2521611809154327-1.jpg",,Finelines and Wrinkles,Blackheads and Whiteheads,Dull Skin,,Cream
skincare_216,face-moisturisers,https://www.myntra.com/face-moisturisers/seer-secrets/seer-secrets-multi-set-of-2-angelic-beauty-combo-540g/15910512/buy,Seer Secrets,"Multi Set of 2 Angelic Beauty Combo, 540g",Normal," Rs. 4,995.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15910512/2021/10/24/ca37104b-dc59-493a-9459-b0aa8aa622fc1635079650741FaceMoisturisers1.jpg",,,Anti-Pollution,Dryness,,Cream
skincare_217,face-moisturisers,https://www.myntra.com/face-moisturisers/olay/olay-women-regenerist-advanced-anti-ageing-revitalising-night-cream-50-g/10443716/buy,Olay,Women Regenerist Advanced Anti-Ageing Revitalising Night Cream 50 g,All," Rs. 6,495.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/10443716/2021/8/11/df7d2071-beda-4fac-b2de-09053735a14b1628659378723OlayWomenRegeneristAdvancedAnti-AgeingRevitalisingNightCream1.jpg",,Finelines and Wrinkles,,,,Cream
skincare_218,face-moisturisers,https://www.myntra.com/face-moisturisers/the-body-shop/the-body-shop-vitamin-e-range-tea-tree-mattifying-sustainable-face-lotion-50-ml/1777417/buy,THE BODY SHOP,The Body Shop Vitamin E Range Tea Tree Mattifying Sustainable Face Lotion 50 ml,Normal," Rs. 4,225.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1777417/2021/2/11/0751c880-dd81-4cc7-a458-456874fa60111613030623675THEBODYSHOPUnisexTeaTreeMattifyingSustainableFaceLotion50ml1.jpg",,Acne and Blemishes,Excess Oil,,Tea Tree,Lotion
skincare_219,face-moisturisers,https://www.myntra.com/face-moisturisers/innisfree/innisfree-cherry-blossom-tone-up-cream-spf-30-pa-50-ml/12114508/buy,Innisfree,Cherry Blossom Tone-Up Cream SPF 30 PA++ 50 ml,All," Rs. 8,010.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12114508/2021/8/11/af59bd15-4c22-44f3-92e9-0f7f8bcb77821628671595213InnisfreeCherryBlossomTone-UpCreamSPF30PA50ml1.jpg",30 and above,Sun Protection,Dull Skin,Hydration,Niacinamide,Cream
skincare_220,face-moisturisers,https://www.myntra.com/face-moisturisers/lotus-herbals/-lotus-herbals-set-of-anti-ageing-creme--gineplex-serumcreme/15060550/buy,Lotus Herbals,Set of Anti-Ageing Creme & Gineplex Serum+Creme,All," Rs. 4,940.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15060550/2021/8/13/c889bbd8-6f33-4a0d-b8ac-3e8a58ee1c6d1628842872280HairSerumLotusHerbalsUnisexLipstickLotusHerbalsWomenHairOilL1.jpg",,Finelines and Wrinkles,,,,Cream
skincare_221,face-moisturisers,https://www.myntra.com/face-moisturisers/phy/phy-men-set-of-green-tea-face-wash---scrub--moisturizer/15839952/buy,Phy,Men Set Of Green Tea Face Wash - Scrub & Moisturizer,Oily," Rs. 6,000.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15839952/2021/10/22/677c4072-f261-438d-b62a-de7c3cfa9f351634888345465-Phy-Men-Face-Moisturisers-7761634888345300-1.jpg",,Acne and Blemishes,Dark Spots,Hydration,Green Tea,Liquid
skincare_222,face-moisturisers,https://www.myntra.com/face-moisturisers/the-face-shop/the-face-shop-rice--ceramide-set-of-moisturizing-toner--moisturizing-cream/13096406/buy,The Face Shop,Rice & Ceramide Set of Moisturizing Toner & Moisturizing Cream,Dry," Rs. 9,195.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13096406/2020/11/26/2cd96817-b3b0-4e64-9aff-254dbedacd701606390333377-The-Face-Shop-Unisex-Face-Moisturisers-8141606390332818-1.jpg",,Dryness,Dull Skin,Hydration,Ceramides,Cream
skincare_223,face-moisturisers,https://www.myntra.com/face-moisturisers/dot--key/dot--key-day--night-cream-duo-60-ml/12813498/buy,DOT & KEY,Day & Night Cream Duo 60 ml,All," Rs. 8,950.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12813498/2021/8/11/e74db808-8fb0-40eb-9fe3-a815fb7629691628659041851DOTKEYDayNightCreamDuo60ml1.jpg",15 to 30,Dryness,Deep Nourishment,,Squalene,Cream
skincare_224,face-moisturisers,https://www.myntra.com/face-moisturisers/loreal/loreal-paris-set-of-2-whitening--even-tone-night-cream--skin-perfect-whitening-cream/14464500/buy,LOreal,Paris Set Of 2 Whitening + Even Tone Night Cream & Skin Perfect Whitening Cream,All," Rs. 3,505.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14464500/2021/6/11/d2e77a10-712c-4cee-9ef7-cd86462ff8081623405524246LOrealParisSetOfTotalRepair5ShampooRapidReviverTotalRepair5C1.jpg",15 to 30,Finelines and Wrinkles,Blackheads and Whiteheads,Excess Oil,Retinol,Cream
skincare_225,face-moisturisers,https://www.myntra.com/face-moisturisers/estee-lauder/estee-lauder-daywear-matte-oil-control-anti-oxidant-moisture-gel-creme/1982200/buy,Estee Lauder,DayWear Matte Oil Control Anti-Oxidant Moisture Gel Creme,Oily," Rs. 17,500.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1982200/2021/8/11/91f16a1b-b054-4812-bfc6-ceb331fb447d1628671559897EsteeLauderDayWearMatteOilControlAnti-OxidantMoistureGelCrem1.jpg",,General Care,,,,Gel
skincare_226,face-moisturisers,https://www.myntra.com/face-moisturisers/lotus-herbals/lotus-herbals-pack-of-2-face-moisturisers/15060574/buy,Lotus Herbals,Pack of 2 Face Moisturisers,All," Rs. 3,215.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15060574/2021/8/13/baa89483-7f19-4717-a54a-3d0d35c4cd5a1628845941192FaceWashandCleanserLotusHerbalsWomenFaceMoisturisersLotusHer1.jpg",15 to 30,Finelines and Wrinkles,Pigmentation,,,Cream
skincare_227,face-moisturisers,https://www.myntra.com/face-moisturisers/olay/olay-total-effects-7-in-one-day-cream-normal--olay-total-effects-7-in-one-night-cream/15061998/buy,Olay,Total Effects 7 In One Day Cream Normal & Olay Total Effects 7 In One Night Cream,All," Rs. 8,270.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15061998/2021/8/24/92299ef2-9f34-4f32-a0fd-ab09e0110e8d1629778635327OlayTotalEffects7InOneDayCreamNormalOlayTotalEffects7InOneNi1.jpg",15 to 30,Finelines and Wrinkles,Hydration,Softening and Smoothening,Vitamin C,Cream
skincare_228,face-moisturisers,https://www.myntra.com/face-moisturisers/tac---the-ayurveda-co/tac---the-ayurveda-co-anti-aging-nalpamaradi-curcumin--natural-retinol-night-cream-50g/14700136/buy,TAC - The Ayurveda Co.,Anti-Aging Nalpamaradi Curcumin & Natural Retinol Night Cream 50g,All," Rs. 2,465.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14700136/2021/9/7/29f2bd2d-2aad-459f-85f2-55565c9a47f51631002494167TAC-TheAyurvedaCoAnti-AgingNalpamaradiCurcuminNaturalRetinol2.jpg",,Finelines and Wrinkles,Skin Sagging,Dark Spots,Retinol,Cream
skincare_229,face-moisturisers,https://www.myntra.com/face-moisturisers/vaseline/vaseline-unisex-non-oily-feel-aloe-gel-150-g/14305468/buy,Vaseline,Unisex Non-Oily Feel Aloe Gel 150 g,Normal, Rs. 475.00 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14305468/2021/6/11/6fed0d39-440a-4679-a9fd-b50e958635b71623409499601-Vaseline-Unisex-Face-Moisturisers-3691623409499310-1.jpg",,Dryness,,,Aloe Vera,Gel
skincare_230,face-moisturisers,https://www.myntra.com/face-moisturisers/the-beauty-sailor/the-beauty-sailor-skin-brightening-cream-50-gm/14222084/buy,The Beauty Sailor,Skin Brightening Cream 50 gm,All," Rs. 4,875.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14222084/2021/7/30/1b00daec-be6f-4262-8549-ccfca299d9401627629105179-The-Beauty-Sailor-Unisex-Skin-Brightening-Cream-50-gm-121627-1.jpg",,Dark Spots,Softening and Smoothening,Dull Skin,Chamomile Extract,Cream
skincare_231,face-moisturisers,https://www.myntra.com/face-moisturisers/plum/plum-unisex-sustainable-green-tea-set-of-moisturizer--toner/13538858/buy,Plum,Unisex Sustainable Green Tea Set of Moisturizer & Toner,Oily," Rs. 3,440.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13538858/2021/1/29/c7077062-7e85-40b8-9186-b0f2619ecf441611917790198THEBODYSHOPSetOfTeaTreeSkinClearingFaceWashBritishRoseShower1.jpg",,Acne and Blemishes,Blackheads and Whiteheads,Excess Oil,Green Tea,Cream
skincare_232,face-moisturisers,https://www.myntra.com/face-moisturisers/biotique/biotique-bio-quince-seed-nourishing-face-massage-cream-175g/1661433/buy,Biotique,Bio Quince Seed Nourishing Face Massage Cream 175g,Dry," Rs. 1,530.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1661433/2021/4/14/a158142b-11a4-468e-b11d-96ba96ee09f61618385239135-Biotique-Bio-Quince-Seed-Nourishing-Face-Massage-Cream-175g--1.jpg",,Dryness,Softening and Smoothening,Hydration,,Cream
skincare_233,face-moisturisers,https://www.myntra.com/face-moisturisers/garnier/garnier-women-set-of-2-skin-naturals-sun-control-daily-moisturisers-with-spf-15/9350619/buy,Garnier,Women Set of 2 Skin Naturals Sun Control Daily Moisturisers with SPF 15,All," Rs. 1,850.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/9350619/2019/4/23/1fcdacd5-6893-460e-b26b-cb3164be75631556014519485-Garnier-Women-Face-Moisturisers-7661556014519168-1.jpg",15 to 30,General Care,,,,Cream
skincare_234,face-moisturisers,https://www.myntra.com/face-moisturisers/loreal/loreal-paris-white-perfect-milky-foam-sustainable-face-wash--skin-perfect-whitening-cream/14465442/buy,LOreal,Paris White Perfect Milky Foam Sustainable Face Wash & Skin Perfect Whitening Cream,All," Rs. 1,650.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14465442/2021/6/17/45eae3cc-becf-40d7-90ff-793f2c384f871623931061626-LOreal-Unisex-Face-Moisturisers-3981623931061497-1.jpg",15 to 30,Finelines and Wrinkles,General Care,Dull Skin,Collagen,Cream
skincare_235,face-moisturisers,https://www.myntra.com/face-moisturisers/dot--key/dot--key-cica-calming-skin-renewing-night-gel---60-ml/15700096/buy,DOT & KEY,Cica Calming Skin Renewing Night Gel - 60 ml,Oily," Rs. 2,975.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15700096/2021/10/2/8e4448c6-b58e-4a88-9e2b-f603aaab56fa1633113453399FaceMoisturisers2.jpg",,Pigmentation,Acne and Blemishes,Redness,Niacinamide,Cream
skincare_236,face-moisturisers,https://www.myntra.com/face-moisturisers/kama-ayurveda/kama-ayurveda-set-of-women-rejuvenating-brightening-night-cream--unisex-eladi-face-cream/13274490/buy,KAMA AYURVEDA,Set of Women Rejuvenating Brightening Night Cream & Unisex Eladi Face Cream,All," Rs. 15,350.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13274490/2020/12/18/012728ae-5385-4d9d-ac26-0fc273e776f51608276213163-KAMA-AYURVEDA-Unisex-Face-Moisturisers-3221608276212467-1.jpg",,Hydration,Dull Skin,Dark Spots,Coconut,Cream
skincare_237,face-moisturisers,https://www.myntra.com/face-moisturisers/dove/dove-body-love-supple-bounce-body-butter-paraben-free-145-g/15506304/buy,Dove,Body Love Supple Bounce Body Butter Paraben Free 145 g,All," Rs. 1,035.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15506304/2021/10/5/d0d42ed8-295a-49ab-9a11-c328333f30661633428468519-Dove-Women-Face-Moisturisers-6331633428468424-1.jpg",,Dryness,,,,Cream
skincare_238,face-moisturisers,https://www.myntra.com/face-moisturisers/the-body-shop/the-body-shop-vitamin-e-range-tea-tree-sustainable-night-lotion-for-blemished-skin-30-ml/2434708/buy,THE BODY SHOP,The Body Shop Vitamin E Range Tea Tree Sustainable Night Lotion for Blemished Skin 30 ml,All," Rs. 4,225.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2434708/2021/2/11/03e2523c-9385-4796-84ff-dffe2e3e33fa1613030724249THEBODYSHOPTeaTreeSustainableNightLotion30ml1.jpg",,Acne and Blemishes,Excess Oil,,Tea Tree,Lotion
skincare_239,face-moisturisers,https://www.myntra.com/face-moisturisers/vlcc/vlcc-snigdha-skin-whitening-day-cream-spf-25-50g/9761613/buy,VLCC,Snigdha Skin Whitening Day Cream SPF 25 50g,Combination," Rs. 1,375.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/9761613/2019/6/8/43f0c910-1a37-45ee-8c36-a41fe67308b51559975699446-VLCC-Women-Face-Scrub-and-Exfoliator-3941559975699060-1.jpg",15 to 30,,,,,Cream
skincare_240,face-moisturisers,https://www.myntra.com/face-moisturisers/olay/olay-women-age-protect-anti-ageing-cream-18-g-/13509872/buy,Olay,Women Age Protect Anti-Ageing Cream 18 g,All, Rs. 845.00 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13509872/2021/6/11/b0ff7754-3b5c-41e0-8499-04a9f1ba9bbc1623408982105-Olay-Women-Face-Moisturisers-9871623408981990-1.jpg",,Finelines and Wrinkles,,,,Cream
skincare_241,face-moisturisers,https://www.myntra.com/face-moisturisers/loreal/loreal-paris-unisex-set-of-2-skin-perfect-age-30-anti-fine-lines-whitening-spf-21-cream/7642482/buy,LOreal,Paris Unisex Set Of 2 Skin Perfect Age 30+ Anti-Fine Lines Whitening SPF 21 Cream,All," Rs. 1,995.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7642482/2018/11/9/217ca4bb-119d-45b5-9fc5-7238c99afff31541766527209-LOreal-Paris-Unisex-Set-Of-2-Skin-Perfect-Age-30-Anti-Fine-Lines-Whitening-SPF-21-Cream-8781541766527171-1.jpg",15 to 30,Finelines and Wrinkles,General Care,Dull Skin,Collagen,Cream
skincare_242,face-moisturisers,https://www.myntra.com/face-moisturisers/lotus-herbals/lotus-herbals-set-of-sustainable-white-glow-spf-25-gel-creme--phyto-rx-night-creme/14465544/buy,Lotus Herbals,Set of Sustainable White Glow SPF 25++ Gel Creme & Phyto-Rx Night Creme,All," Rs. 3,360.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14465544/2021/6/18/a2d6003d-b357-443b-8287-73ed50e8a7401623961339362FaceMoisturisersLOrealWomenHairCreamandMaskLOrealUnisexHairS1.jpg",,Dull Skin,,,,Cream
skincare_243,face-moisturisers,https://www.myntra.com/face-moisturisers/the-face-shop/the-face-shop-chia-seed-range-hydro-lotion-with-vit-b12-145-ml/10558970/buy,The Face Shop,Chia Seed Range Hydro Lotion with Vit B12 145 ml,All," Rs. 7,160.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/10558970/2021/8/11/f03cbec2-4d75-4fec-9007-4aaa076a181f1628658990541TheFaceShopChiaSeedHydroLotionwithVitB12145ml1.jpg",,Dryness,Dull Skin,Hydration,Vitamin E,Lotion
skincare_244,face-moisturisers,https://www.myntra.com/face-moisturisers/olay/olay-natural-white-7-in-one-night-repair-cream--total-effects-7-in-one-day-cream/15062002/buy,Olay,Natural White 7 in One Night Repair Cream & Total Effects 7 In One Day Cream,All," Rs. 3,070.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15062002/2021/8/24/8a0bffda-17ed-47de-8d7f-7b92dc8902251629778621704OlayNaturalWhite7inOneNightRepairCreamTotalEffects7InOneDayC1.jpg",15 to 30,Finelines and Wrinkles,Hydration,Deep Nourishment,,Cream
skincare_245,face-moisturisers,https://www.myntra.com/face-moisturisers/loreal/loreal-paris-pack-of-2-women-revitalift-night-cream--crystal-micro-essence-serum/11816432/buy,LOreal,L'Oreal Paris Pack of 2 Women Revitalift Night Cream & Crystal Micro-Essence Serum,Normal," Rs. 4,600.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11816432/2020/4/29/817e62ca-5a09-42d4-9d38-d7d48e1af9931588144425216FaceWashandCleanserGarnierMenHairCreamandMaskLOrealUnisexFac1.jpg",,Skin Sagging,Hydration,,Retinol,Cream
skincare_246,face-moisturisers,https://www.myntra.com/face-moisturisers/himalaya/himalaya-set-of-nourishing-skin-cream--purifying-neem-face-wash/11817044/buy,Himalaya,Set of Nourishing Skin Cream & Purifying Neem Face Wash,Normal," Rs. 1,555.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11817044/2020/4/29/ae1ea072-a485-41a4-a2f2-99c93c7b41291588144425762FaceWashandCleanserGarnierMenHairCreamandMaskLOrealUnisexFac1.jpg",,General Care,,,,Cream
skincare_247,face-moisturisers,https://www.myntra.com/face-moisturisers/olay/olay-women-regenerist-advance-anti-ageing-revitalising-serum-50-ml/10443732/buy,Olay,Women Regenerist Advance Anti-Ageing Revitalising Serum 50 ml,All," Rs. 6,495.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/10443732/2021/8/11/853fff75-4c64-4533-a912-02260b6d812e1628671544224OlayWomenRegeneristAdvanceAnti-AgeingRevitalisingSerum50ml1.jpg",,Finelines and Wrinkles,,,,Cream
skincare_248,face-moisturisers,https://www.myntra.com/face-moisturisers/garnier/garnier-men-set-of-2-acno-fight-pimple-clearing-whitening-cream/9350661/buy,Garnier,Men Set of 2 Acno Fight Pimple Clearing Whitening Cream,All," Rs. 1,155.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/9350661/2019/4/23/73e0a628-1464-40df-a32f-b393968ee0381555999359993-Garnier-Men-Face-Moisturisers-2951555999359770-1.jpg",,Acne and Blemishes,,,,Cream
skincare_249,face-moisturisers,https://www.myntra.com/face-moisturisers/olay/olay-women-luminous-whip-ultra-lightweight-face-moisturiser-10g/11318456/buy,Olay,Women Luminous Whip Ultra Lightweight Face Moisturiser 10g,All," Rs. 1,995.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11318456/2021/1/19/9cf4c79f-90f2-4c57-816e-a1b32c474b5b1611050177459-Olay-Women-Luminous-Whip-Ultra-Lightweight-Face-Moisturiser--1.jpg",,Pigmentation,,,,Cream
skincare_250,face-moisturisers,https://www.myntra.com/face-moisturisers/biotique/biotique-dandelion-anti-ageing-serum-duo/7037595/buy,Biotique,Dandelion Anti Ageing Serum Duo,Normal," Rs. 1,495.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7037595/2018/7/31/727f9d96-d67c-4450-915d-bd983ed20dc61533027990157-Biotique-Unisex-Pack-of-2-Bio-Dandelion-Ageless-Lightening-Serum-8361533027990082-1.jpg",,Finelines and Wrinkles,,Skin Sagging,Almond Oil,
skincare_251,face-moisturisers,https://www.myntra.com/face-moisturisers/the-moms-co/the-moms-co-natural-age-control-night-cream-with-bakuchiol-50-g/12926542/buy,The Moms Co.,Natural Age Control Night Cream with Bakuchiol 50 g,Normal," Rs. 3,110.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2020/11/8/031b47df-3c4b-4dc1-adbe-4b3016e7fe1b1604803861937-1.jpg",,Finelines and Wrinkles,Blackheads and Whiteheads,Dull Skin,Bakuchiol,Cream
skincare_252,face-moisturisers,https://www.myntra.com/face-moisturisers/loreal/loreal-paris-hydra-fresh-anti-ox-double-essence-cream-50ml/2383017/buy,LOreal,Paris Hydra Fresh Anti-Ox Double Essence Cream 50ml,All," Rs. 2,850.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2383017/2021/8/11/0cfb45c8-3428-47fa-b43f-cc84af310fe01628671519319LOrealParisHydraFreshAnti-OxDoubleEssenceCream50ml1.jpg",,Hydration,Deep Nourishment,General Care,,Cream
skincare_253,face-moisturisers,https://www.myntra.com/face-moisturisers/the-derma-co/the-derma-co-1-salicylic-acid-oil-free-moisturizer-for-face-with-oat-extract---50-g/15537092/buy,The Derma co.,1% Salicylic Acid Oil-Free Moisturizer for Face with Oat extract - 50 g,Oily," Rs. 1,570.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15537092/2021/9/20/dc1bb594-00cf-4853-a5ec-0bc8e76f4fb01632137963552FaceMoisturisers1.jpg",,Acne and Blemishes,Excess Oil,,Salicylic Acid,Cream
skincare_254,face-moisturisers,https://www.myntra.com/face-moisturisers/biotique/biotique-set-of-cream--lotion/13538408/buy,Biotique,Set Of Cream & Lotion,All," Rs. 1,290.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13538408/2021/1/29/d8d6fc57-e594-4fb6-a475-0037b1da51711611922189456BiotiqueSetOfCreamLipBalmFaceMoisturisersBiotiqueUnisexFaceW1.jpg",,Uneven Skin Tone,Hydration,Dark Spots,Honey,Lotion
skincare_255,face-moisturisers,https://www.myntra.com/face-moisturisers/ponds/ponds-set-of-non-oily-light--super-light-gel-oil-free-moisturisers/15062284/buy,Ponds,Set of Non-Oily Light & Super Light Gel Oil Free Moisturisers,All," Rs. 1,600.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15062284/2021/8/24/a018460b-4b1f-4ce1-a33f-7bcc505cf7391629802105577-Ponds-Set-of-Non-Oily-Light--Super-Light-Gel-Oil-Free-Moistu-1.jpg",,General Care,,,Vitamin E,Cream
skincare_256,face-moisturisers,https://www.myntra.com/face-moisturisers/plum/plum-set-of-toner--face-moisturiser/13538884/buy,Plum,Set of Toner & Face Moisturiser,Oily," Rs. 3,320.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13538884/2021/1/29/da4c7592-6729-41aa-b706-0f2b32581eec1611914445766PerfumeandBodyMistDAVIDOFFMenPerfumeandBodyMistCalvinKleinWo1.jpg",,Acne and Blemishes,Blackheads and Whiteheads,Excess Oil,Green Tea,Cream
skincare_257,face-moisturisers,https://www.myntra.com/face-moisturisers/forest-essentials/forest-essentials-night-treatment-cream-jasmine--patchouli-50g-/12529664/buy,Forest Essentials,Night Treatment Cream Jasmine & Patchouli 50g,Combination," Rs. 14,475.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12529664/2021/8/11/841c6139-a81e-483d-983e-e18a13c9cb881628671555070ForestEssentialsJasminePatchouliNightTreatmentCream50g1.jpg",,General Care,Softening and Smoothening,Pore Care,Vitamin C,Cream
skincare_258,face-moisturisers,https://www.myntra.com/face-moisturisers/biotique/biotique-unisex-sustainable-set-of-nourishing-night-cream--anti-fatigue-eye-gel/13538498/buy,Biotique,Unisex Sustainable Set of Nourishing Night Cream & Anti-Fatigue Eye Gel,All," Rs. 1,390.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13538498/2021/1/29/d9b69418-b28c-49dd-8ff4-1333b3fa8e161611922190379BiotiqueUnisexSustainableSetofNourishingNightCreamAnti-Fatig1.jpg",,Dryness,Deep Nourishment,Dryness,Almond Oil,Cream
skincare_259,face-moisturisers,https://www.myntra.com/face-moisturisers/ponds/ponds-set-of-2-super-non-oily-fresh-feel-moisturiser/14465934/buy,Ponds,Set Of 2 Super Non-Oily Fresh Feel Moisturiser,All," Rs. 2,015.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14465934/2021/6/17/02a8f3c2-63c4-4f67-9af9-31c0b846f5781623941768067-Ponds-Unisex-Face-Moisturisers-7611623941767900-1.jpg",15 to 30,General Care,,,,Cream
skincare_260,face-moisturisers,https://www.myntra.com/face-moisturisers/olay/olay-anti-ageing-micro-sculpting-cream--women-regenerist--anti-ageing-night-skin-cream/15062026/buy,Olay,Anti-Ageing Micro-Sculpting Cream & Women Regenerist Anti-Ageing Night Skin Cream,Dry," Rs. 14,250.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15062026/2021/8/24/280aad0e-a94a-490c-b059-8c56515d490c1629778514786OlayAnti-AgeingMicro-SculptingCreamWomenRegeneristAnti-Agein1.jpg",15 to 30,Finelines and Wrinkles,Deep Nourishment,Dark Spots,,Cream
skincare_261,face-moisturisers,https://www.myntra.com/face-moisturisers/the-face-shop/the-face-shop-unisex-pomegranate--collagen-volume-lifting-emulsion-140-ml/9113685/buy,The Face Shop,Unisex Pomegranate & Collagen Volume Lifting Emulsion 140 ml,All," Rs. 7,860.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/9113685/2021/8/11/02e624bc-c169-41c8-b594-137ca0b11b9c1628659399063TheFaceShopUnisexPomegranateCollagenVolumeLiftingEmulsion1401.jpg",,Dryness,Deep Nourishment,,Collagen,Lotion
